Correct Words,Incorrect Words
dangerous,danger
information,informations
representative,represent
complaint,complain
died,dead
inconvenient,inconviente
lose,loss
fallen,fell
village,villager
in_order,inorder
someone,some_one
knew,known
thought,though
imagine,imagin
doesn't,does't
thin,tin
high,hight
eyes,eye
spectacles,specteras
mother's,mothers
cannot,can_not
do,done
anything,any_thing
talkative,takertif
know,known
could,coll
sometimes,some_time
talked,taker
abroad,overboard
?overheads,overhead
lost,loss
her,she
behaviour,behavier
another,anther
people,peope
maybe,may_be
friendly,frendly
upset,unset
having,haven
hospitals,hosptles
ambulance,amblares
sickness,sinkness
all_that,allthat
government,goverment
forties,fourties
available,avaible
in_order,inorder
silence,silent
roller-skate,roller_skate
carved,curved
construction,contruction
government,goverment
any_more,anymore
themselves,themself
citizens',citizens
committee,commitee
today,to_day
truly,throughly
flag-raising,flag_raising
until,untill
classroom,class_room
sat,sit
pass_up,pass-up
bringing,brining
embarrassed,embarress
embarrassed,embaressed
overcast,over-cast
classroom,class_room
fell,fall
classmate's,classmate
not,no
there,their
excited,exciting
unluckily,unlucky
frame,flame
class_fund,class-fund
refreshed,refreshing
upstairs,upstair
surprise,surprised
family_outings,families_outing
abroad,overboard
kept,keep
visitors,visitor's
man-made,man-make
photos,photo's
stationery,stationary
appreciated,appriciate
in_fact,infact
wander,wonder
fourth,forth
residents,resistance
there,they
grateful,greatful
seriously,serious
these,the
in_order,inorder
serious,seriously
school,school's
a_few,afew
bus-stop,bus_stop
forgotten,forget
pocket-money,pocket_money
board,broad
?,croupled
myself,my_self
ankle,angle
?,bouched
wounds,wools
pained,paind
wound,wool
poisoning,posioning
lost,loss
therefore,therefor
a_lot,alot
familiar,familier
guests,guess
partner's,partners
apologised,appologised
humorous,humerous
dining,dinning
after_all,afterall
outgoing,out-going
change,changed
vomiting,vomitting
inconvenience,inconvenient
yours,your
people's,people
businessman,business_man
bread-winner,bread_winner
graveyard,grave_yard
murmured,murmered
worse,worst
any_more,anymore
horrible,horribly
discuss,discussed
kindergarten,kindergarden
recognise,regconise
blurred,blur
community,communty
swapping,swooping
sent,send
intelligence,intelligent
hard-working,hardworking
ultimately,ultinately
in_order,inorder
?,hailed
inconvenience,inconveniencies
information,informations
safety's,safety
in_order,inorder
bus-stop,bus_stop
down,dow
immediately,immediatly
being,bein
accept,except
outbreak,out_break
writing,writting
detailed,detail
sincerely,sincerly
sprang,sprung
explanation,explaination
tuck_shop,tuckshop
pocket-money,pocket_money
?,dread
alarm-clock,alarm_clock
me,my
bus_fare,bus-fare
in_front,infront
passengers,passangers
embarrassed,embarassed
explanation,explaination
slow,slowed
information,informations
into,onto
unhygienic,unhygenic
death,dead
of,off
furthermore,further_more
hygienic,hygenic
hear,heard
?will,were
woke,wake
began,begin
decorate,decorated
accompany,company
because,cause
in_order,inorder
dancing,dance
classmates,class_mate
embarrassed,embrassing
a_lot,alot
close,closed
extent,extend
talk,talked
lose,loose
surprise,surprised
unfortunately,unforunately
see,sight
nowadays,now_a_days
schoolwork,school_work
believe,believed
in_for,infor
change,changed
wild,wildly
advice,advise
return,returned
high,hight
tuck-shop,tuckshop
vendors,vendas
unclean,uncleen
other,others
tuck-shop,tuckshops
when,where
lit,lighted
demonstrated,demostrated
demonstrating,demostrating
clap,clapped
dinner-time,dinner_time
illness,illnes
empty,emptied
thank_you,thank-you
different,differents
in_order,inoder
coloured,colour
embarrassed,embrassed
coloured,colours
different,differert
a_lot,alot
frightened,fightened
not,no
into,in_to
death,dead
copy,copied
vulgar,vagular
upside_down,up_side_down
?you,you'll
outbreak,out_break
even,ever
lose,loss
change,changed
ourselves,ourself
it's,it
broken,broke
will,we'll
none,non
business,buisness
any_more,anymore
losing,loss
myself,my-self
eventually,evenually
some_time,sometimes
seat,sit
bus_fare,bus-fere
man,men
fare,fere
writing,writting
of,off
told,tolded
hurt,hurted
unlucky,unluncky
outside,out_side
half-way,half_way
wet,wetted
classroom,class_room
towards,toward
demerit,demerite
knew,known
whole,hole
staircase,stircase
?stepped,stipped
surprised,surprise
consume,consumed
close,closed
lose,loss
slowly,slow
coincidental,coincidence
normally,nomally
awoken,awoke
comfortable,comfortably
screamed,screemed
frustrated,frustraded
look,looked
towards,toward
other,others
cannot,can_not
frightened,frighten
lose,loss
worse,worst
inquiries,inquirys
cooperation,coperation
behaviour,behavior
madman,mad_man
?,utterly
bother,bothing
titbits,tibits
no,not
hospital,hosipatl
x-rays,x-strays
strangely,strangly
a_few,afew
these,this
too,to
every_time,everytime
remembered,rememebered
outbreak,out_break
poisoning,poisining
these,this
events,evens
causing,caused
loss,lost
information,informations
prevention,preventions
furthermore,further_more
representing,represent
bridesmaid,bride's_maid
examination,examin
rose,rise
cosmetics,cosmatics
hungry,hunrgy
tired,tried
short_break,short-break
?craved,crawed
hour's,hour
studying,studing
?lap,lip
?sneaked,seeked
maybe,may_be
pity,pitty
general,generall
lose,loss
hygiene,hygene
disease,dissea
sincerely,sincerly
of,or
gain,gained
each_other,eachother
announcement,anoucement
free,freed
except,expect
for_ever,forever
chosen,choosen
partner,parnter
seat,sit
remember,remembered
outbreak,out_break
rendering,redenering
other_hand,otherhand
teach,teaches
receive,recieve
thought,taught
like,liked
this,these
exercise,execise
close,closed
began,begun
work,worked
calls,called
celebrate,celebrated
delight,delighted
woken,woked
alarm-clock,alarm_clock
bussling,busling
mop,moop
kiss,kissed
surprise,surprised
given,gave
damage,damaging
noise,noisness
their,ther
physical,phyisical
isolate,isolated
consider,considered
miss,missed
unaware,unawared
any_more,anymore
in_order,inorder
getting,getter
beating,bitting
drunk,drank
tuck-shop,tuckshop
began,begin
lose,loss
worse,worser
titbits,tibits
stroll,stole
school_garden,school-garden
red_ribbon,red-ribbon
it,I
arrived,arived
parcels,puzzles
outbreak,out-break
remember,remembered
behaviour,behaviou
prepare,prepared
whenever,whever
close,closed
then,than
change,changed
homework,home-work
surprise,surprised
too,to
try,tried
begging,bagging
running,ranning
heart,hearts
lose,loss
unclean,uncleaned
die,died
send,sent
busy,busying
work,works
know,knew
persuade,persu
something,somethings
dinner-time,dinner_time
invite,invit
brother,brothers
realised,relised
robbers,robbery
jewellery,jewelleries
are,a
Annie's_house,Annie_house's
people,peoples
embarrassed,embrassed
charades,chalate
difficult,diffcult
sat,set
death,dead
cause,caused
forced,firced
dinner-time,dinner_time
mess,mesh
slap,slapped
cry,cried
titbits,tibits
ran,runned
a_lot,alot
close,closed
every_day,everyday
will,were
thank_you,thank-you
into,onto
representing,represent
in_order,inorder
arrange,arrang
any_more,anymore
sat,seat
daddy,dady
laughter,laughters
a_lot,alot
were,well
fell,felt
maths,math
go,went
knew,know
pass,passed
consume,comsume
occurring,occuring
commonly,common
nowadays,nowsaday
consuming,comsuming
canned,can
death,deathed
consumed,comsumed
restaurant,resturant
quarter,quater
started_off,start-off
?fast_beat,fast-heat
?slow_beat,slow-heat
downstairs,downstair
excitement,excitment
prize-giving,prize_giving
surprise,suprised
still,till
beauty,beautiful
laughed,laughted
quietest,quitest
techniques,technics
amidst,admist
hygiene,hygienic
slow,slowed
parrots,parots
different,differents
seem,seemed
overhanging,overhang
feet,feets
restaurant,resturant
fire-place,fire_place
similarly,similary
myself,my_self
came,come
afternoon,afte_noon
swimming-pool,swimming_pool
graveyard,grave_yard
recognition,recognization
sunlight,sunlights
sign,sight
painful,pain
roars,roared
desperate,desperates
towards,toward
doorway,door_way
send,sent
survivor,suvivor
thoroughly,thorougly
vaccinate,vacinate
cause,caused
authority,aurthority
behaviour,behavior
vaccination,vacination
schoolchildren,school_children
worse,worst
received,recieved
restaurant,restuarant
beat,bit
embarrassed,embarassed
apologized,appologized
salesgirl,sales_girl
quarrel,quarel
embarrassment,embarassment
send,sent
loss,lost
boiling,boiled
offended,offened
ached,ach
quarrelling,quarelled
outbreak,out_break
lose,loss
therefore,there
consider,considerate
a_lot,alot
coffee-house,coffee_house
ring,rang
blushed,bush
apologized,apologies
burst,brust
embarrassment,embrassment
buy,brought
colgate,cologate
open,opened
what,why
use,used
embarrassed,embrassed
clumsy,clumzy
torrentially,torrientally
several,serveral
there,that
even_though,eventhough
bath,bathe
quit,quitted
in_order,inorder
embarrass,embrass
other,other
revising,refising
preliminary,priliminary
an,a
brother-in-law's,brother-in-laws
whop,wap
imitation,imitate
thought,taught
assistant,asistant
in_front,infront
embarrassed,embarassed
again,against
whops,waps
embarrassed,emarassed
straight,straightly
clothes,cloths
manager,managed
leave,leaves
paid,payed
order,ordered
manager's,manager
recall,recalled
that,at
temporarily,temporary
sometimes,sometime
feel,felt
uncomfortable,umcomfortable
sent,send
queue,que
robbery,robberry
knock,knocked
jewellery,jewelleries
wounds,wounded
years',years
robbing,robbering
really,real
walk,walked
forgetting,forgotting
supply,supple
problems,problem
are,is
Spaniards,spanish
unemployment,unemployement
recouperate,recuperate
without,whithout
writer,writter
condition,conditions
efficient,eficient
potatoes,patatoes
another,other
they,the
suffers,suffer
kills,kill
returns,return
system,sistem
prisons,prisions
stays,stay
prison,prision
government,governement
their,his
especially,speceally
lives,life
are,is
other,another
break,broak
more-or-less,more_less
?first_of_all,firstable
sat,sit
nervously,nervous
questions,guestions
thing,things
toilet,toilette
holiday,holidays
air-hostess,airhostess
well_brought_up,well_upbrought
impossible,imposible
kinds,kind
awful,awfull
sincerely,sincerily
intellectuals,intelectuals
middle,midle
who,that
schoolfriend,friend_in_the_school
had_been,was
travelled,travel
remember,remenber
journeys,journeies
unpleasant,displeasant
air_journeys,air-journeies
waiting-room,waiting_room
nose,nouse
for_putting,to_put
for_wearing,to_wear
noticed,notice
stewardess,stewarddresser
unfortunately,unfortunatly
guess,guees
truth,true
does,do
executed,ejecuted
areas,aereas
area,aerea
invention,invent
nervous,nervious
have_been,be
France,French
awful,awfull
would_be,was
occupied,occuppied
grateful,gratefull
recommend,recomend
aren't,isn't
roast_beef,rosbiff
of_being,to_be
characteristics,caracteristics
most,more
are,is
accused,acussed
doesn't,don't
mean,means
governments,goverments
stricter,more_stricters
particular,particularly
impossible,imposible
quiet,quite
robbing,robing
are,is
their,his
steal,stole
spend,spent
wanted,wants
had,have
tiring,tired
have,av
a,an
uncomfortable,unkonfortable
toilet,toilett
the,that
drank,dranks
dare_say,daresay
was,were
like,as
writers,writters
used,uses
fought,fighted
cheerful,cheeerfully
maintain,mantain
prison_camps,prisoners_camps
particularly,particularlly
closely,closest
these,this
folk,folks
threw,through
systems,sistems
becomes,become
practice,practise
behaviour,behaves
an,a
can,could
cassette,casset
policy,politic
say,says
success,sucess
man,men
fell,felt
received,recived
nineteenth,nineteen
bead,beads
handicrafts,handcrafts
boasts,boast
especially,specially
amounts,amouts
was,were
shop-assistants,shop-assistans
I,me
immediately,immediatly
obeyed,obied
to_cry,crying
holiday,hollyday
business,bussiness
great,greats
wealth,wealthness
relived,releved
recognise,recognised
illusions,ilusions
Venice,Venize
official,oficial
department,departament
an,and
tell,told
interrupted,interruped
sorts,sort
talked,taught
mouth,mounth
obliging,obligng
?dislike,dilise
complain,complaint
playing,plaing
tape,type
button,bottan
was,were
think,thing
not,no
possible,posible
radio-cassette,radio-casette
unwrapped,wrapped
shop-assistant,shop_assistant
physically,phisically
the,this
falls,fall
living,life
stylish,stylist
well-known,well_known
embarrassing,embarassing
afraid,affraid
aften,oftenly
seat,sit
leaving,to_leave
stricter,strict
whether,weather
safe,save
holiday,holidays
journey,journeys
desired,desire
enjoyable,enjoying
disturbance,disturb
no_one,no-one
swimming-pool,swimming_pool
returned,return
rude,roud
accustomed,accostumed
read,are_reading
day,days
would,will
be_reduced,reduce
would_find,found
especially,specially
preferred,prefered
realised,ralised
reason,rason
meet,met
hope,hoped
recommend,recomend
referring,refering
leisure,leiuse
offers,offer
enjoy,enjoyed
to_come,for_coming
connection,conection
spoiled,spoilted
breaks,break
was,is
am_sending,send
cruise,cruisse
cruises,cruisses
discotheque,discoteque
leave,left
last,lastest
flight,fly
business,bussines
sitting,set
coffee,coffe
mother,mather
journeys,journey
thought,thoughth
to_sleep,sleeping
cheaper,chipper
friends,friend
smile,smail
angry,ungry
them,they
complaining,complain
confusion,confussion
control,to_controller
am_sending,send
radio-cassette,radio-casette
museum,musseum
rock_concert,rock's_contest
French,Frech
Gothic,Gotic
open,opened
personnel,persanel
writing,writting
cassettes,cassetes
furthermore,futhermore
cost,costed
seated,seat
worst,worse
behaved,behave
died,die
killed,kill
kills,kill
there_are,there's
these,this
used,use
hvae,has
are,is
do,does
hard,hardly
Madams,Mesdames
repaired,repared
suggest,sugest
handbook,hand-book
destroys,destroy
last,least
being,been
beginning,begining
biggest,bigest
fattest,fatest
worse,worst
throwing_up,turning_up
assistant_manager,manager_assistent
am_sending,send
businessmen,business_men
unpleasant,unpleasent
suddenly,suddlenly
faces,face
surprise,surprised
other,others
these,this
happened,happens
study,studies
villages,village
another,other
nearly,near
give,gave
particularly,particulary
smartly,smart
beside,besides
jewels,jewells
welcome,wellcome
sport,sports
sales_department,sell-department
normally,normal
happening,happenning
heard,heart
airport,aeroport
a,an
awful,awfull
noise,nois
to_turn,for_turnning
ever,never
behaviour,behaviors
passenger,passengers
quickly,quicly
heard,hear
please,plase
difficulties,difficults
understood,undestood
conversation,combersation
signed,signatured
included,includind
reply,replay
plane,plain
loud,load
turn_off,turned_off
listen,listened
later,latter
turned_off,turn_off
say_to_me,said_me
didn't,did't
unpleasant,unpleasent
am_sending,send
caused,cause
Vienna,Viena
would,will
which,wich
is,are
met,meet
does,do
am_sending,send
pleased,glad
task,tasks
visit,visiting
fifteenth,fifteen
Peak,Peek
contemplating,contemplate
representative,repressentative
sympathy,simpathy
?first_of_all,firtsable
?Middle_Ages,Modern_Age
weekend,week-end
yacht,yate
sunbathe,sunbath
went,go
patients,patiens
began,begun
sunbathe,take_sunbath
a,an
and,an
condition,conditions
when,went
heartily,heartly
seat_partner,seatpartner
older,elder
buxom,boxom
collectivity,colectivity
blather,blether
ought,ough
have_got,get
journey,journy
quickly,quick
?old,older
diet,diete
guitar,guitarre
is,are
festivity,festival
reached,reachs
was,is
not,no
informed,informer
fellow,felow
was,is_been
buried,buory
it_was,it's
had,have
happened,happend
believed,believe
had,has
anything,any_thing
feelings,feelins
put,putting
concern,concerne
dead,death
read,readed
which,wich
are,is
Electrical,Electric
whistle,wisthle
deduce,deduct
writing,write
wanted,want
morning,morney
of_visiting,to_visit
beautiful,beautifull
Roman,Romanic
condition,conditions
towels,towells
threw,throd
could,can
parents,parent
listening,listen
shout,shut
saying,to_say
writer,writter
wrote,writter
always,alway
immature,inmature
of_drinking,to_drink
come,came
write,writte
no_sign,not_notice
died,die
burial,buryal
drank,drink
the_violent_part,the_part_violent
helped,help
leader,lidder
straight,straigh
studying,studing
months,month
clearly,cleary
writing,writting
to_listen,listening
under_guarantee,in_garantee
faithfully,fairfully
hundreds,hundred
think,thing
happened,hapened
unforgettable,unforgetable
ship's,ship
him,he
escape,scape
was,wast
bear-like,bear_like
lax,non_strict
consequences,consecuences
are,were
makes,make
afraid,affraid
they,the
business,businness
sound,sounds
makes,mades
the_'play'_button,the_botton_of_'play'
am_sending,send
hoping,hopping
will,would
repaired,repared
represents,represent
a_special,an_especial
holiday,holidays
catalogues,cataloges
earn,ear
finally,finilly
obtained,optained
exciting,exaiting
illusion,ilusion
amusing,amused
world,wold
war,ward
battles,battels
particularly,particulary
especially,specially
dreamy,dreamer
ever,never
now,know
promised,promissed
ways_of_life,patterns-life
promise,promisse
European,Europe
tourists,turists
sitting,sit
at_first,firstly
noticed,notice
unfortunately,unfortunatelly
flight,fly
denied,denyed
called,call
stewardess,stweardress
fortunately,fortunatelly
begun,began
between,bettween
himself,he
best,better
cleverest,most_clever
war,ward
doubt,doutb
going,to_go
visiting,to_visit
staying,to_stay
gladly,glad
furrowed,forrowed
disagreeable,disagreable
unforgettable,unforgetable
definitely,definately
solving,to_solve
makes,make
us,as
proud,proad
luckily,luckly
board_of_directors,directory_board
off,of
has,have
where,were
non-violence,no-violence
harder,more_hard
criticise,critic
unfortunately,unfortunaly
cocaine,cocain
happens,happen
complain,complaint
all_right,alwright
would,will
running,runing
me,my
tape-recorder,tape_recorder
had,have
holidays,holydays
had,has
recommended,recomended
explanation,explanations
excuse,escuse
physically,fysically
are,is
salad,sallad
freight_costs,freigntcosts
sue,sew
fulfilment,fullfillment
sports_arena,sports-arena
personnel,personal
lit,lightened
proficiency,proffeciency
which,witch
travels,travells
West_Indies,Westindia
vacation,wacation
fellow-traveller's,fellow_travelers
unpleasant,unpleasent
stare,stear
offered,offerd
buy,by
leave,leav
staff,staf
questioned,questiond
experience,expreriens
a,an
scenes,seans
local,lokal
places,playses
sells,sell
careful,carefull
cleaned,cleand
programme,program
myself,my_self
therefore,therfor
guarantee,garantee
address,adress
phone_number,phonenumber
use,used
is,are
here,hear
culture,cultur
activities,activitis
members_of_the_family,familymembers
handling,handeling
different,diffrent
guided,guiding
around,arrond
facilities,facilites
visit,visite
I,a
me,my
fifties,fiftis
too,to
maybe,maby
Niagara,Niagra
lit,lighten
set,sat
visit,vistit
air-hostess,airhostess
chance,chanch
stop,stopp
her,hear
appetite,appetit
thought,though
aching,acing
lit,lightend
customs,costums
hearing,hear
programme,program
arranged,arrange
second,secund
wonderful,wounderful
suburb,subboard
has,have
planned,planed
second,seconde
lowest,lovest
fifth,fiveth
ninth,nineth
highest,higest
differences,differents
lesson,lessone
yesterday,yeasterday
waited,wait
completely,complete
electricity,electrisity
were,was
buy,by
at_home,home
broke,braked
I'm,I'am
be,bee
so,soo
sincerely,sincerily
tape-recorder,taperecorder
completely,completly
damaging,damage
grateful,greatful
too,to
seems,seem
imprisoned,prisoned
narcotics,narcotica
reintroduced,reentered
people's,peoples
innocent,innocient
discourage,disencourage
television,telivision
cassette,cassett
excited,exited
rewind,re-wind
correctly,correct
advised,adviced
married,marriaged
around,arround
used,use
flight,air-flight
excited,exited
air-hostess,airhostess
accused,accussed
flown,flewn
occasions,occassions
quite,quiet
hijacked,high-jacked
inhuman,unhuman
development,developement
legislation,legislations
receiver,receive
these,theese
aeroplane,air_plane
whisky,whiskey
inhabitants,inhabits
more,moore
to_have,having
pretty,pitty
shopping_street,shopping-street
quite,que
I,I'll
some,som
happened,happend
your,yours
something,anything
really,real
immediately,immedately
is_playing,is_played
too,to
become,became
these,this
survive,servial
be_taught,teached
to_leave,to_left
often,oftently
politicians,politicals
shout,shouted
do_not,not
always,allways
meeting,meet
know,now
ferry-boat,fare_boat
introduced,introduce
entering,enter
held,hold
advice,advance
got,get
Poland,Polen
Pole,polish
awful,awfull
drunk,drank
was,were
whole,hole
anyone,anone
taken,taking
too,to
bottles,buttle
vodka,wodka
pleasure,plesure
honour,honor
celebration,celibration
year's,years
and,an
especially,especilly
pleasant,plesant
known,know
seldom,seldome
stink,stinks
alright,allright
straight,strait
themselves,them_selves
football_match,football-match
sheep,cheap
one_another,oneanother
hijacker,hi-jacker
hostages,a_hostage
doesn't,don't
cassette,casset
through,thru
thought,thougt
your,you
recommendation,recomendations
way,ways
sincerely,sincearly
chose,chosed
are,is
lots,lot's
government,coverment
Eastern_Europe,Easteurope
particularly,particulary
cigarette,cigaret
couldn't,could'nt
provoked,provoketed
passengers,passangers
trip,tripp
sea,see
pleasantly,pleasently
then,than
because,beacause
heaven's,heavens
things,thing
necessary,nessecary
where,were
are,is
enough,enaugh
too,to
torture,tortyre
countries,cuntries
differ,differs
measures,meassures
gone,went
committed,commited
is,are
are,is
few,fewe
something,somthing
receiver,reciever
wavelength,weawlength
receive,recieve
programme,programe
programme,prograr
radio_programme,radioprogram
checked,shecked
another,an_other
disturbance,disturbanses
cassette-recorder,cassetterecorder
unbearable,unberable
impossible,imossible
record,rocord
faults,faultes
sincerely,sincrely
itself,it_self
countries,countrys
laws,law's
crime_rate,crimerate
usually,usualy
Philippines,Phillipienes
caught,caut
extensive,extencive
desired,disierd
found,find
fault,wrongness
shakes,shake
noise,noice
necessary,neccessary
expenses,expensives
faithfully,faithful
opportunity,oppurtunity
good-tasting,good_tasting
doughnuts,donuts
good,god
thank_you,thankyou
human_beings,human-being
nowadays,nowaday
has,are
is,are
products,product
human,human's
tense,tension
turned,turn
sometimes,sometime
programme,programe
these,theese
buried,barried
capital,capitol
those,thoose
discos,disco
school_trip,schooltrip
turns,turn
into,to
punishes,punish
more_strictly,stricter
believe,beleive
prevents,prevent
check,checked
shirt,skirt
thought,thougt
was,were
thought,though
destroyed,distroyed
ended,was_ended
personnel,personell
complaint,complain
and,an
although,althoug
sales-assistant,sale_assistant
to_be,for_being
its,it's
higher,hire
was,is
border,boarder
problems,problem
recorded,record
noise,noice
measurement,meassurement
discotheque,discoteque
were,where
licence,license
didn't,doesn't
Saudi_Arabia,Saudi-Arabia
prisons,prisens
prison,prisen
commit,comit
pity,pitty
promised,prommised
good_instructions,a_good_instruction
immediately,emmidiatly
phone_number,phonenumber
through,threw
fire-eater,fireeater
being,beeing
olden_times,the_old_age
knocked_down,knocked-down
close,closed
ironically,ironicly
roller-skating,roller-skate
roller-skating,roller_skates
lose,loose
receiving,to_receive
conductor,conducter
ticket,ticked
machine,mashine
wonderful,wonnderful
next,nex
has,have
earn,earns
sheep,cheep
breeding,breeding_up
are,is
well-known,welknown
programme,program
enclosed,enclosured
button,bottom
expenses,expensives
a_package_tour,a_package_travel
good-looking,good_looking
weeks,week
we'd,we've
through,trough
hurt,hurted
are,is
do,does
get,got
OK,okey
cassette_part,cassett-part
mended,mend
completely,complete
faithfully,faitfully
bad-looking,badlooking
elderly,elder
compartment,apartment
monkeys,monkies
impolite,unpolite
catch,cought
discussed,disscussed
more_strictly,stricter
such,so
end,anding
whenever,when_ever
sightseeing_visits,sight-seeing
programme,program
tourist_spots,touristspots
hereby,here_by
receipt,reciept
who,that
committed,comitted
drug-addicts,drug_adicts
noticed,notised
above-mentioned,above_menchened
enclosure,enclose
enough,enought
their,there
assistant,assisstant
tried,tryed
was_trying,tryded
jails,gails
follow,follows
responsibility,responsebilety
certain,surtain
octopus,octupus
pirate,pirat
trousers,trouzers
sea,see
address,adress
bought,bough
there,the
therefore,therefor
son's,sons
cassette,cassatte
button,bottom
machine,machinery
changed,exchanged
alright,allright
change,exchange
wonder,wounder
guarantee,garanty
teachers,teatchers
British,Brittish
well-known,wellknown
well-known,well_known
disappointed,disapointed
town_hall,townhall
maybe,may_be
neighbourhood,neighborhood
possible,possibly
say,says
air-hostess,air_hostess
which,who
horse-race,horse_race
luck,lucky
do_not,donot
did_not,didnot
was_not,wasnot
except,exept
fare,fair
hoping,hopping
except,expt
nearby,near_by
accommodation,accomodation
outbreak,out_break
local,loccal
appreciate,appriceate
immediate,immidiate
left,let
faithfully,faithful
towards,torwads
knobkerries,nob-carries
favourite,favourates
carrying,carring
gunmen,gun_men
helicopters,helcopter
cannot,can_not
nobody,no_body
lifetime,life_time
advice,advises
everything,every_thing
were,where
dormatories,domatories
headmaster,head_master
chameleon,cameleon
mountainous,mountaneous
demarcation,demacation
interpret,interprete
possessed,possesed
approached,approched
walk,woke
nightmare,night-mare
sergeant,sergent
meant,ment
there,they
don't,dont
welcome,wellcome
contaminated,contaiminated
their,they
check-ups,check_up
considered,concidered
were,we
show-ground,show_ground
simply,simple
there,the
competition,competetion
planes,plains
things,this
meat,meet
many,my
kindly,kindle
nearby,near_by
schoolchildren,school_children
people,peoples
that,the
o'clock,oclock
everywhere,every_were
headstone,heard_stone
beautiful,beatiful
Livingstone's,livingstone
there,they
comfortably,comfortable
notice-boards,notice_boards
book,books
where,were
slipping,sliping
falling,faling
they,the
there,the
were,we
luggage,lagages
mountains,montain
we,were
ourselves,our_self
pinned,pined
were,where
instructor,instructure
ourselves,ourselve
dying,dieng
which,wich
men,man
don't,dont
diseases,dieses
diseases,dieseses
difficulties,difficuties
disease,diease
there,these
hours,ours
planning,planing
prosper,proper
begun,began
traditional,tradditional
still,stil
no_way,noway
jealous,jeolous
so,soo
overalls,overall
lifetime,life_time
not,no
no-one,noone
advise,advice
every_time,everytime
alerted,alert
personally,personal
disappearing,dissappearing
birthday,birth_day
motion,mortion
it,in
kilometres,kilometers
tent,tant
emptied,empted
buckets,backet
sat,seated
later,latter
places,placed
sitting,sittind
glittering,glitering
tarred,tired
surprise,supprise
full,ful
?some,sampe
?sent,seen
chicken,chiken
table,take
sprayed,prayed
staff,stuff
washed,was
tuck-shop,tuck_shop
sincerely,sincierly
returning,return
wherever,where_ever
supper,super
daudle,taudle
imaginary,imaginery
screamed,screemed
quiet,quite
terrified,terryfied
strange,stranger
unwelcome,unwelcomed
do,does
right,write
overcome,overcomed
cleanliness,cleanlyness
surroundings,sorroundings
sometimes,some_times
some,one
mountains,mountaints
summer,surmer
in_charge,incharge
anything,any_thing
unconscious,unconcious
matter,mater
casualty,casual
towards,toward
consecutively,consercutively
finally,finaly
unceasingly,unseizingly
won,worn
everything,every_thing
in,on
struggled,strugled
seriously,serioly
simply,simple
commanded,comanded
not,no
accompany,acompan
anyone,any_one
buried,burried
bury,burry
outbreak,out_break
cause,course
disease,desease
has,have
supplier,suplier
compelled,compeled
circumstances,circumsntances
diseases,deases
disease,diesease
faithfully,faithful
writing,writting
announcing,anouncing
three-legged,three_legged
co-operate,corperate
management,manegement
got,get
they,he
around,aroung
mud_pot,mudpot
everyone,every_one
congregated,congrigated
whether,wether
everybody,every_body
sunset,sun-set
dining-room,dinning-room
midnight,mid-night
truly,truely
faeces,feaces
dirt,dirty
spread,spreaded
even,evin
closed,clossed
deterioration,detirioration
therefore,theirfore
health,healthy
appreciable,appriciable
a,an
accompany,acompany
sincerely,sencerely
roaming,romming
steering-wheel,stirring_wheel
released,realesead
foot,feet
board,boarder
luggage,lagguge
outbreak,out_break
anybody,any_body
advise,advice
tablets,tables
nobody,no_body
no-one,no_one
dilemma,delema
usually,usual
struggle,strugle
usual,usually
bit,bitten
don't,dont
swimming,sweeming
practised,practiced
knew,new
tired,tied
were,where
encountered,encounted
outbreak,out_break
serious,serios
happiness,happess
destroying,distroying
standard,starndard
maybe,may_be
little,litle
they,their
class,clase
sit,set
noise,noice
came,cam
belting,beltting
church,chuch
didn't,didnot
anything,anthing
giving,giveing
beat,bet
afraid,afried
now,own
whatever,what_ever
nice,noice
wherever,were_ever
thought,thouht
his,he
I,It
waking,wakeing
saw,sow
to,the
speak,sepch
?said,side
quiet,quit
talking,talkling
said,sede
?sister,sesier
?stop,seap
afraid,afriad
work,wake
these,this
their,theri
using,useing
men,man
accept,except
visited,visted
man,men
has,have
?starting,staring
on,in
were,where
of,for
perpetual,perpertual
they,the
where,were
knowledge,knowldge
observed,obserbed
themselves,theirselves
sang,sung
together,togather
especially,especial
illness,illiness
any,an
?brightened,brighed
ones,one
advised,adviced
to,be
behaviour,behaivoir
eating,eaten
events,event
his,her
grandmother,grand_mother
did_not,didnot
or,nor
grandmother,grand-mother
their,her
bitten,beaten
tuberculosis,turbacolosis
admitted,admited
left,leave
squads,squards
business,bussiness
she,he
robbing,robing
someone,some_one
dropped,droped
do_not,donot
outbreak,out-break
clean,cleen
their,the
they,there
destruction,destructive
among,amoung
cannot,can_not
thought,though
they're,their
them,him
schoolchildren's,school_children's
totally,totaly
live,leave
building,bulding
nobody,no_body
them,us
future,feature
cancelled,canceled
standards,standars
on,in
she,he
her,him
sweet_potatoes,sweet-potatoes
every_time,everytime
basket,backet
outbreak,out_break
in_fact,infact
party,part
respectable,respective
ushered,ashered
was,were
ushers,ashers
according,acording
anthem,arthen
until,untill
floor,flow
gifts,fifts
dancing,dancind
cheeks,chicks
there,they
dismissed,dismised
really,realy
enjoyable,enjoyabl
schoolchildren,school_children
sent,send
other,othe
inconvenient,inconvenience
cannot,can_not
do_not,donot
already,alreadly
too,to
disease,deaseas
failed,failled
faithfully,faithful
everyone,every_one
sun,soun
school,shool
